250 
50400000 
24619;0;0;0;21600000;72000000
18458;28;6;1222716;32400000;61200000
8340;27;6;1403002;32400000;43200000
32095;8;2;1285654;25200000;50400000
27044;11;3;1244577;25200000;36000000
12912;18;4;979067;21600000;39600000
23456;34;7;1079885;39600000;46800000
26848;11;3;1443989;25200000;32400000
991;13;3;1053839;46800000;57600000
4328;21;5;1054540;36000000;54000000
3455;34;7;1132032;25200000;36000000
12675;37;8;656375;50400000;61200000
17242;1;1;1369725;54000000;61200000
5647;9;2;1071237;39600000;50400000
28214;16;4;1371511;28800000;54000000
17930;38;8;1409741;28800000;72000000
25404;37;8;914339;32400000;39600000
7994;16;4;1066944;46800000;61200000
22188;39;8;1195429;21600000;43200000
25080;19;4;1094662;50400000;57600000
18126;16;4;618144;25200000;36000000
4861;30;6;1190882;50400000;72000000
4908;18;4;1429230;32400000;57600000
27693;22;5;1210929;39600000;57600000
5118;35;7;1243277;28800000;61200000
20404;5;1;1222366;32400000;39600000
17894;32;7;763749;39600000;50400000
29012;16;4;883689;21600000;36000000
24029;11;3;1058578;28800000;61200000
10749;4;1;1225141;39600000;72000000
22893;3;1;1144886;50400000;72000000
10655;29;6;1125079;25200000;61200000
24354;25;5;1029497;46800000;61200000
31548;14;3;787074;46800000;72000000
827;33;7;1600634;54000000;61200000
3905;21;5;1527903;32400000;72000000
17572;16;4;1397867;21600000;36000000
16406;35;7;1115590;36000000;50400000
22057;29;6;1090647;21600000;43200000
1268;8;2;1101415;25200000;36000000
2020;24;5;1342956;46800000;54000000
18167;24;5;1747381;36000000;54000000
25847;12;3;1122563;36000000;46800000
3188;18;4;1101831;54000000;61200000
22913;4;1;1145190;46800000;72000000
28300;36;8;1368748;36000000;46800000
29898;32;7;1440920;21600000;43200000
3329;22;5;1191493;43200000;72000000
7105;14;3;1121369;54000000;61200000
29769;5;1;966458;39600000;72000000
14156;31;7;1729324;25200000;39600000
10721;29;6;958318;25200000;46800000
27919;32;7;1087978;32400000;57600000
21220;35;7;1530966;28800000;64800000
18175;26;6;1448045;54000000;61200000
10460;7;2;1180739;54000000;64800000
17015;2;1;1611723;39600000;64800000
12504;2;1;1540234;21600000;50400000
13852;17;4;1195037;25200000;57600000
26815;18;4;703584;32400000;50400000
4652;11;3;1299712;43200000;57600000
24291;22;5;1680931;21600000;54000000
21684;17;4;1319889;43200000;61200000
26585;31;7;1282245;28800000;64800000
3587;31;7;560287;43200000;61200000
26249;9;2;934026;25200000;64800000
2398;35;7;1411381;43200000;61200000
23169;21;5;1512493;54000000;61200000
28149;14;3;1107996;46800000;57600000
10383;22;5;1273561;32400000;61200000
27670;36;8;1273205;21600000;57600000
20878;1;1;1156089;36000000;57600000
19105;17;4;1349401;32400000;50400000
2944;30;6;1517768;46800000;57600000
26812;7;2;1253676;46800000;54000000
28893;13;3;1391583;36000000;50400000
1991;29;6;1622204;50400000;64800000
14891;31;7;1206055;36000000;61200000
29075;29;6;1076277;43200000;50400000
13775;33;7;1425754;50400000;57600000
20174;7;2;951092;46800000;54000000
29219;34;7;1150569;25200000;64800000
16834;29;6;1187925;46800000;64800000
19912;32;7;1480407;28800000;54000000
6464;35;7;1094655;25200000;39600000
25150;1;1;894116;25200000;43200000
12246;31;7;972425;39600000;54000000
31921;6;2;1049921;21600000;36000000
19272;6;2;1085333;39600000;50400000
6422;10;2;1027888;21600000;28800000
4158;15;3;964556;39600000;64800000
4983;26;6;800618;28800000;43200000
24123;18;4;1604840;43200000;57600000
907;26;6;1150705;54000000;61200000
10190;3;1;839188;54000000;61200000
30346;28;6;948239;25200000;39600000
6924;21;5;1663395;25200000;32400000
31551;31;7;1423399;21600000;28800000
11837;23;5;727221;21600000;36000000
13407;26;6;810124;39600000;64800000
25814;27;6;1091109;50400000;64800000
25881;38;8;1206812;28800000;64800000
24744;20;4;1240470;32400000;61200000
11246;32;7;1832398;28800000;39600000
4950;22;5;1379613;21600000;28800000
24515;13;3;772489;25200000;64800000
9228;6;2;1403545;43200000;50400000
17205;4;1;1539252;32400000;57600000
23918;27;6;1186530;46800000;61200000
556;2;1;1611676;50400000;64800000
14287;8;2;974444;36000000;64800000
11699;10;2;1080717;50400000;57600000
21412;10;2;972542;46800000;57600000
10759;36;8;1175607;43200000;50400000
30776;19;4;1461844;32400000;39600000
17133;24;5;1463781;21600000;57600000
27297;17;4;1556682;36000000;57600000
23113;38;8;942948;32400000;50400000
12530;29;6;772750;36000000;61200000
25837;26;6;1580494;50400000;61200000
5554;15;3;1308921;25200000;46800000
10671;38;8;859463;46800000;57600000
32653;36;8;1398578;54000000;64800000
30398;18;4;1266780;21600000;57600000
29002;7;2;1597320;36000000;54000000
16694;19;4;1321449;43200000;50400000
17917;9;2;1007681;50400000;61200000
25329;30;6;1181019;46800000;54000000
32126;22;5;1057798;46800000;64800000
18940;1;1;1389695;28800000;57600000
1057;35;7;1188050;46800000;64800000
12903;5;1;829806;43200000;64800000
24589;10;2;1661031;36000000;50400000
22587;30;6;1433887;32400000;57600000
29778;32;7;765175;25200000;46800000
21980;38;8;1338654;54000000;64800000
12550;33;7;863793;39600000;54000000
13246;13;3;1057310;28800000;54000000
14063;14;3;1095253;54000000;61200000
4720;31;7;1434716;54000000;61200000
29092;31;7;1382928;50400000;57600000
13786;27;6;1396372;32400000;61200000
7407;27;6;1440911;21600000;28800000
21955;39;8;365700;54000000;64800000
14710;33;7;1442225;36000000;57600000
22422;34;7;912904;46800000;54000000
13466;27;6;1234769;54000000;64800000
21861;1;1;1490533;50400000;64800000
18336;4;1;1029896;50400000;64800000
5678;9;2;1048206;28800000;43200000
21006;9;2;563570;39600000;57600000
25192;34;7;888613;25200000;54000000
13144;23;5;733049;46800000;64800000
10131;18;4;1065052;21600000;28800000
26556;19;4;1083716;28800000;39600000
25254;25;5;940070;25200000;50400000
27755;17;4;1301382;21600000;61200000
32489;22;5;1179793;43200000;57600000
12009;33;7;1058002;50400000;57600000
941;32;7;1476258;43200000;57600000
2998;36;8;778069;36000000;50400000
8455;32;7;487097;32400000;50400000
8238;34;7;1484167;46800000;61200000
12500;22;5;1393774;50400000;64800000
29614;9;2;1224536;21600000;54000000
18683;36;8;1417310;39600000;61200000
15352;23;5;1724442;54000000;64800000
17138;3;1;1421011;25200000;57600000
16601;2;1;1557821;21600000;64800000
23684;2;1;1176533;32400000;50400000
8969;34;7;1592218;39600000;50400000
21969;2;1;1084959;32400000;46800000
2642;4;1;1154478;36000000;54000000
12438;24;5;1022825;36000000;61200000
32500;20;4;1481319;21600000;39600000
29870;36;8;1276696;46800000;54000000
29257;37;8;1464871;43200000;50400000
7641;37;8;750600;28800000;64800000
15013;5;1;1221713;32400000;64800000
5821;16;4;1519551;32400000;50400000
1664;8;2;1452646;54000000;64800000
25898;36;8;1521049;21600000;57600000
2775;34;7;1212182;21600000;54000000
27554;34;7;1081069;32400000;46800000
28879;25;5;1028608;39600000;50400000
25625;5;1;598489;54000000;61200000
18076;23;5;1039418;25200000;64800000
30713;36;8;1255976;54000000;64800000
30625;25;5;946478;46800000;64800000
6505;2;1;1232415;54000000;61200000
4056;38;8;1137210;46800000;64800000
463;21;5;969958;21600000;32400000
20085;20;4;1560850;28800000;54000000
31123;2;1;1578100;32400000;39600000
19398;6;2;1168158;50400000;64800000
19751;5;1;1175211;54000000;61200000
13918;29;6;1523272;21600000;36000000
4932;7;2;1367341;46800000;57600000
27506;26;6;1276305;54000000;64800000
10358;9;2;1273037;54000000;61200000
28291;27;6;1165287;43200000;61200000
986;37;8;1822711;46800000;61200000
1085;8;2;889941;54000000;61200000
18726;27;6;1008654;54000000;64800000
29856;25;5;1232731;46800000;64800000
15339;27;6;811421;50400000;61200000
14429;39;8;1958545;54000000;61200000
30743;8;2;788986;36000000;50400000
5507;21;5;857795;39600000;61200000
5054;5;1;950945;39600000;46800000
28506;6;2;600159;21600000;32400000
3610;2;1;1357016;36000000;50400000
19855;21;5;976777;32400000;39600000
12240;38;8;973379;21600000;32400000
24210;10;2;1167186;25200000;46800000
16500;2;1;1099719;46800000;57600000
31037;13;3;1182151;21600000;50400000
13648;19;4;1035620;36000000;64800000
25014;13;3;952397;50400000;64800000
15713;12;3;1303750;25200000;32400000
