250 
43200000 
24619;0;0;0;21600000;64800000
18458;28;6;1058230;25200000;54000000
8340;27;6;938479;36000000;61200000
32095;8;2;1177625;25200000;39600000
27044;11;3;1343299;43200000;64800000
12912;18;4;1092900;36000000;54000000
23456;34;7;1181614;43200000;57600000
26848;11;3;1231367;25200000;39600000
991;13;3;1867236;39600000;57600000
4328;21;5;1555101;46800000;64800000
3455;34;7;1568363;39600000;64800000
12675;37;8;1205146;32400000;61200000
17242;1;1;1127868;39600000;61200000
5647;9;2;1022778;46800000;61200000
28214;16;4;1405576;36000000;50400000
17930;38;8;1132523;46800000;61200000
25404;37;8;1517350;32400000;57600000
7994;16;4;955578;39600000;64800000
22188;39;8;1519421;21600000;61200000
25080;19;4;1811014;21600000;43200000
18126;16;4;1505949;21600000;43200000
4861;30;6;996305;21600000;43200000
4908;18;4;1047862;39600000;54000000
27693;22;5;1541741;43200000;57600000
5118;35;7;1172769;21600000;50400000
20404;5;1;1383035;28800000;57600000
17894;32;7;1003648;25200000;64800000
29012;16;4;953344;36000000;64800000
24029;11;3;968787;39600000;57600000
10749;4;1;1509282;46800000;61200000
22893;3;1;1087617;46800000;64800000
10655;29;6;897096;28800000;54000000
24354;25;5;1438694;28800000;64800000
31548;14;3;1053038;25200000;43200000
827;33;7;809245;39600000;64800000
3905;21;5;1229597;36000000;54000000
17572;16;4;1180323;21600000;36000000
16406;35;7;1900151;46800000;61200000
22057;29;6;1100299;43200000;64800000
1268;8;2;1173499;28800000;50400000
2020;24;5;582435;36000000;57600000
18167;24;5;1231381;25200000;54000000
25847;12;3;1711900;25200000;57600000
3188;18;4;1551392;43200000;57600000
22913;4;1;1484815;43200000;64800000
28300;36;8;1318891;39600000;61200000
29898;32;7;1093000;21600000;46800000
3329;22;5;1143331;25200000;54000000
7105;14;3;1330205;36000000;64800000
29769;5;1;911724;39600000;54000000
14156;31;7;1309387;28800000;46800000
10721;29;6;1632429;43200000;57600000
27919;32;7;1219227;39600000;61200000
21220;35;7;1074467;46800000;64800000
18175;26;6;1279232;28800000;64800000
10460;7;2;1659557;36000000;61200000
17015;2;1;1270785;46800000;64800000
12504;2;1;1474072;36000000;57600000
13852;17;4;1401509;43200000;57600000
26815;18;4;1296095;25200000;57600000
4652;11;3;1200452;25200000;39600000
24291;22;5;1070220;25200000;50400000
21684;17;4;1399526;21600000;61200000
26585;31;7;1675596;28800000;50400000
3587;31;7;935771;25200000;57600000
26249;9;2;1098526;25200000;61200000
2398;35;7;1418750;21600000;39600000
23169;21;5;1299397;36000000;57600000
28149;14;3;895112;21600000;54000000
10383;22;5;935462;25200000;57600000
27670;36;8;1373211;21600000;36000000
20878;1;1;1344299;43200000;61200000
19105;17;4;1184349;25200000;61200000
2944;30;6;1481235;32400000;46800000
26812;7;2;1321296;46800000;64800000
28893;13;3;1142088;39600000;54000000
1991;29;6;727120;43200000;61200000
14891;31;7;1199416;36000000;64800000
29075;29;6;991239;46800000;64800000
13775;33;7;1222835;46800000;64800000
20174;7;2;1209009;32400000;61200000
29219;34;7;1315846;43200000;57600000
16834;29;6;981510;46800000;64800000
19912;32;7;1350927;21600000;50400000
6464;35;7;893326;21600000;39600000
25150;1;1;1162030;43200000;64800000
12246;31;7;1305042;25200000;43200000
31921;6;2;997597;46800000;61200000
19272;6;2;1822440;32400000;61200000
6422;10;2;745763;43200000;57600000
