250 
28800000 
24619;0;0;0;21600000;50400000
18458;28;6;1413703;25200000;46800000
8340;27;6;1201486;21600000;46800000
32095;8;2;949989;25200000;36000000
27044;11;3;1056008;28800000;39600000
12912;18;4;715390;32400000;50400000
23456;34;7;1011213;25200000;43200000
26848;11;3;1416153;21600000;32400000
991;13;3;1151582;32400000;50400000
4328;21;5;1159938;25200000;39600000
3455;34;7;783574;25200000;43200000
12675;37;8;1275331;25200000;43200000
17242;1;1;911303;21600000;32400000
5647;9;2;1037060;36000000;50400000
28214;16;4;1277891;28800000;43200000
17930;38;8;816422;21600000;39600000
25404;37;8;809068;36000000;50400000
7994;16;4;856258;21600000;39600000
22188;39;8;1211513;25200000;36000000
25080;19;4;1243284;21600000;50400000
18126;16;4;1445734;28800000;43200000
4861;30;6;1391997;21600000;46800000
4908;18;4;783067;36000000;50400000
27693;22;5;1191550;21600000;32400000
5118;35;7;1167347;25200000;43200000
20404;5;1;917579;32400000;46800000
17894;32;7;1088393;28800000;50400000
29012;16;4;1369355;28800000;50400000
24029;11;3;1179494;25200000;39600000
10749;4;1;1327043;25200000;43200000
22893;3;1;1688625;32400000;50400000
10655;29;6;877214;36000000;50400000
24354;25;5;1385694;21600000;39600000
31548;14;3;712034;21600000;46800000
827;33;7;1538786;36000000;46800000
3905;21;5;1212844;28800000;39600000
17572;16;4;1284334;32400000;43200000
16406;35;7;1585378;21600000;32400000
22057;29;6;1187017;36000000;50400000
1268;8;2;1428947;36000000;50400000
2020;24;5;1358736;32400000;43200000
18167;24;5;1615648;25200000;36000000
25847;12;3;926125;25200000;50400000
3188;18;4;1227400;36000000;46800000
22913;4;1;1370290;21600000;39600000
28300;36;8;670692;32400000;50400000
29898;32;7;1273499;21600000;50400000
3329;22;5;1570715;32400000;46800000
7105;14;3;1320285;32400000;50400000
29769;5;1;1396653;36000000;46800000
14156;31;7;894656;36000000;50400000
10721;29;6;964719;25200000;39600000
27919;32;7;536755;36000000;50400000
21220;35;7;1475866;28800000;46800000
18175;26;6;1630416;25200000;46800000
10460;7;2;1206597;21600000;46800000
17015;2;1;973153;36000000;50400000
12504;2;1;1596441;21600000;46800000
13852;17;4;864038;25200000;46800000
26815;18;4;794331;25200000;43200000
4652;11;3;1248465;32400000;50400000
24291;22;5;1073078;25200000;43200000
21684;17;4;1864796;32400000;46800000
26585;31;7;1185576;32400000;46800000
3587;31;7;1635907;28800000;50400000
26249;9;2;1376771;28800000;50400000
2398;35;7;1397563;32400000;50400000
23169;21;5;738513;21600000;36000000
28149;14;3;1538250;32400000;43200000
10383;22;5;1183072;21600000;43200000
27670;36;8;1113886;21600000;39600000
20878;1;1;1278868;32400000;46800000
19105;17;4;1065513;28800000;50400000
2944;30;6;1233260;36000000;46800000
26812;7;2;797303;32400000;46800000
28893;13;3;1054466;21600000;43200000
1991;29;6;1356927;36000000;50400000
14891;31;7;1532756;25200000;43200000
29075;29;6;964988;36000000;50400000
13775;33;7;1347697;25200000;36000000
20174;7;2;783186;28800000;39600000
29219;34;7;1643695;32400000;46800000
16834;29;6;1398770;21600000;50400000
19912;32;7;1499663;28800000;46800000
6464;35;7;1772964;36000000;50400000
25150;1;1;1312732;25200000;50400000
12246;31;7;1376879;36000000;50400000
31921;6;2;1462778;21600000;39600000
19272;6;2;1238491;25200000;46800000
6422;10;2;1286695;36000000;46800000
4158;15;3;1714358;25200000;46800000
4983;26;6;788156;36000000;50400000
24123;18;4;647810;32400000;50400000
907;26;6;1407642;25200000;50400000
10190;3;1;1570637;25200000;36000000
30346;28;6;986298;28800000;50400000
6924;21;5;1374891;28800000;50400000
31551;31;7;1210016;36000000;46800000
11837;23;5;1143356;32400000;43200000
13407;26;6;1214830;21600000;32400000
25814;27;6;1554915;32400000;43200000
25881;38;8;922389;32400000;43200000
24744;20;4;574923;21600000;39600000
11246;32;7;1238925;21600000;39600000
4950;22;5;476932;21600000;39600000
24515;13;3;1129722;32400000;50400000
9228;6;2;1704242;28800000;43200000
17205;4;1;1337267;21600000;32400000
23918;27;6;1409100;25200000;46800000
556;2;1;1780526;28800000;39600000
14287;8;2;1718424;28800000;50400000
11699;10;2;644588;21600000;39600000
21412;10;2;1334430;36000000;50400000
10759;36;8;1295947;36000000;50400000
30776;19;4;1087878;36000000;46800000
17133;24;5;1059862;36000000;46800000
27297;17;4;616467;21600000;43200000
23113;38;8;1841374;21600000;50400000
12530;29;6;1301347;28800000;39600000
25837;26;6;1160096;25200000;50400000
5554;15;3;1722886;21600000;39600000
10671;38;8;1520721;32400000;46800000
32653;36;8;1176053;21600000;36000000
30398;18;4;1123273;25200000;39600000
29002;7;2;1440945;28800000;39600000
16694;19;4;1319713;25200000;36000000
17917;9;2;1288920;36000000;46800000
25329;30;6;1475657;21600000;43200000
32126;22;5;1788130;36000000;46800000
18940;1;1;1522842;28800000;39600000
1057;35;7;1157906;36000000;46800000
12903;5;1;966080;25200000;46800000
24589;10;2;983133;32400000;46800000
22587;30;6;1298559;36000000;46800000
29778;32;7;1070475;25200000;50400000
21980;38;8;1353653;21600000;50400000
12550;33;7;1402862;28800000;50400000
13246;13;3;986706;25200000;43200000
14063;14;3;1695020;36000000;50400000
4720;31;7;802890;36000000;50400000
29092;31;7;1615637;28800000;43200000
13786;27;6;1298080;25200000;39600000
7407;27;6;1244494;28800000;43200000
21955;39;8;1502518;32400000;46800000
14710;33;7;1577991;36000000;50400000
22422;34;7;1034400;36000000;46800000
13466;27;6;1700212;36000000;46800000
21861;1;1;1094500;25200000;46800000
18336;4;1;1206345;28800000;46800000
5678;9;2;1549993;28800000;50400000
21006;9;2;1401672;32400000;46800000
25192;34;7;1458816;32400000;43200000
13144;23;5;1156085;36000000;50400000
10131;18;4;1178916;21600000;46800000
26556;19;4;1198614;25200000;43200000
25254;25;5;843061;25200000;50400000
27755;17;4;1510318;36000000;46800000
32489;22;5;1098503;36000000;46800000
12009;33;7;1452283;36000000;46800000
941;32;7;1431545;25200000;43200000
2998;36;8;892625;28800000;50400000
8455;32;7;1283761;25200000;36000000
8238;34;7;1019726;28800000;50400000
12500;22;5;955805;21600000;50400000
29614;9;2;1422761;36000000;46800000
18683;36;8;1433592;32400000;50400000
15352;23;5;1216880;36000000;46800000
